,stimuli,train_perf,test_perf,subject,timeout,response
75,plant/plant_03/02/0031.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
76,bench/bench_03/03/0027.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
77,bench/bench_03/04/0006.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
78,bench/bench_03/06/0046.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
79,bench/bench_03/07/0022.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
80,bench/bench_03/09/0040.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
81,couch/couch_03/04/0024.png,0.8370927345185053,1.0,9.476190476190476,0.04026650300660565,0.5013593122147806
82,couch/couch_03/05/0003.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
83,plant/plant_03/03/0008.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
84,couch/couch_03/05/0047.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
85,couch/couch_03/09/0034.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
86,couch/couch_03/10/0006.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
87,laptop/laptop_03/03/0011.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
88,laptop/laptop_03/08/0012.png,0.8370927345185053,1.0,9.476190476190476,0.04026650300660565,0.5013593122147806
89,laptop/laptop_03/08/0032.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
90,motorcycle/motorcycle_03/05/0038.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
91,plant/plant_03/02/0030.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
92,couch/couch_03/08/0006.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
93,umbrella/umbrella_03/09/0038.png,0.834210529923439,1.0,9.5,0.03627982815693594,0.5042498584706809
