model_name,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human
lcnet_050.ra2_in1k,63.138,53.01455301455301,78.14207650273224,51.06382978723404,74.46808510638297
lcnet_075.ra2_in1k,68.782,53.87214137214137,78.22014051522248,53.191489361702125,74.46808510638297
lcnet_100.ra2_in1k,72.102,53.222453222453225,81.14754098360656,57.446808510638306,78.72340425531915
levit_128.fb_dist_in1k,78.49,53.87214137214137,82.74785323965652,54.25531914893617,76.59574468085107
levit_128s.fb_dist_in1k,76.526,57.562370062370064,81.73302107728337,59.57446808510638,78.72340425531915
levit_192.fb_dist_in1k,79.838,57.302494802494806,83.13817330210773,60.63829787234043,76.59574468085107
levit_256.fb_dist_in1k,81.524,54.54781704781705,84.69945355191257,57.446808510638306,79.7872340425532
levit_384.fb_dist_in1k,82.596,58.78378378378378,87.97814207650273,62.76595744680851,82.97872340425532
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,86.894,68.71101871101871,88.8368462138954,74.46808510638297,81.91489361702128
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,87.464,83.52390852390852,91.21779859484778,85.1063829787234,81.91489361702128
maxvit_rmlp_small_rw_224.sw_in1k,84.492,59.71933471933472,89.032006245121,63.829787234042556,87.2340425531915
maxvit_small_tf_224.in1k,84.426,77.33887733887734,89.34426229508196,79.7872340425532,82.97872340425532
maxvit_tiny_rw_224.sw_in1k,83.504,60.78482328482329,88.64168618266979,65.95744680851064,84.04255319148936
maxvit_tiny_tf_224.in1k,83.402,67.33367983367984,89.81264637002342,65.95744680851064,86.17021276595744
mixnet_l.ft_in1k,78.966,57.64033264033264,83.91881342701015,54.25531914893617,74.46808510638297
mixnet_m.ft_in1k,77.26,58.41995841995842,84.81654957064794,57.446808510638306,76.59574468085107
mixnet_s.ft_in1k,75.994,53.84615384615385,85.05074160811866,53.191489361702125,75.53191489361703
mixnet_xl.ra_in1k,80.482,59.0956340956341,82.31850117096019,62.76595744680851,75.53191489361703
mobilenetv2_050.lamb_in1k,65.948,51.689189189189186,63.778298204527715,51.06382978723404,63.829787234042556
mobilenetv2_100.ra_in1k,72.968,54.054054054054056,74.66822794691647,55.319148936170215,73.40425531914893
mobilenetv2_110d.ra_in1k,75.054,52.49480249480249,76.775956284153,50.0,75.53191489361703
mobilenetv2_120d.ra_in1k,77.308,56.185031185031185,77.55659640905542,52.12765957446809,76.59574468085107
mobilenetv2_140.ra_in1k,76.516,53.84615384615385,74.90241998438721,50.0,75.53191489361703
mobilenetv3_large_100.miil_in21k_ft_in1k,77.92,59.849272349272354,81.0304449648712,56.38297872340425,74.46808510638297
mobilenetv3_large_100.ra_in1k,75.766,55.7952182952183,81.10850897736144,54.25531914893617,78.72340425531915
mobilenetv3_rw.rmsp_in1k,75.62,54.7037422037422,81.14754098360656,59.57446808510638,72.3404255319149
mobilenetv3_small_075.lamb_in1k,65.236,51.66320166320166,77.3224043715847,50.0,78.72340425531915
mobilenetv3_small_100.lamb_in1k,67.658,58.65384615384615,84.30913348946136,57.446808510638306,84.04255319148936
mvitv2_base.fb_in1k,84.45,72.86902286902287,86.92427790788446,75.53191489361703,82.97872340425532
mvitv2_small.fb_in1k,83.77,66.008316008316,86.26073380171741,67.02127659574468,79.7872340425532
mvitv2_tiny.fb_in1k,82.41,63.20166320166321,85.51912568306011,70.2127659574468,86.17021276595744
pit_b_224.in1k,82.438,67.72349272349273,86.92427790788446,74.46808510638297,79.7872340425532
pit_b_distilled_224.in1k,83.766,62.91580041580042,86.37782982045277,70.2127659574468,79.7872340425532
pit_s_224.in1k,81.086,60.265072765072766,85.55815768930522,63.829787234042556,79.7872340425532
pit_s_distilled_224.in1k,81.814,60.55093555093555,84.97267759562843,60.63829787234043,84.04255319148936
pit_ti_224.in1k,72.91,58.21205821205822,84.85558157689306,61.702127659574465,84.04255319148936
pit_ti_distilled_224.in1k,74.256,56.62681912681913,83.60655737704919,48.93617021276596,85.1063829787234
pit_xs_224.in1k,78.176,57.45841995841996,86.41686182669788,64.8936170212766,85.1063829787234
pit_xs_distilled_224.in1k,79.18,59.48544698544699,84.5433255269321,64.8936170212766,81.91489361702128
poolformer_m36.sail_in1k,82.102,62.26611226611226,85.16783762685401,63.829787234042556,77.6595744680851
poolformer_s12.sail_in1k,77.24,58.939708939708936,83.09914129586261,65.95744680851064,80.85106382978722
poolformer_s24.sail_in1k,80.294,63.20166320166321,84.77751756440281,58.51063829787234,74.46808510638297
poolformer_s36.sail_in1k,81.43,57.276507276507274,85.98750975800155,57.446808510638306,78.72340425531915
poolformerv2_m36.sail_in1k,82.216,61.278586278586275,90.1639344262295,64.8936170212766,89.36170212765957
poolformerv2_s12.sail_in1k,78.002,57.692307692307686,86.49492583918813,57.446808510638306,81.91489361702128
poolformerv2_s24.sail_in1k,80.748,61.53846153846154,87.90007806401249,67.02127659574468,78.72340425531915
poolformerv2_s36.sail_in1k,81.566,65.77442827442827,84.07494145199064,68.08510638297872,77.6595744680851
pvt_v2_b0.in1k,70.66,56.41891891891891,84.9336455893833,69.14893617021278,80.85106382978722
pvt_v2_b1.in1k,78.704,59.0956340956341,84.58235753317722,62.76595744680851,76.59574468085107
pvt_v2_b2_li.in1k,82.194,66.0862785862786,88.13427010148321,70.2127659574468,84.04255319148936
pvt_v2_b2.in1k,82.084,62.188149688149686,87.11943793911007,62.76595744680851,84.04255319148936
pvt_v2_b3.in1k,83.118,65.33264033264034,87.90007806401249,67.02127659574468,81.91489361702128
pvt_v2_b4.in1k,83.712,61.90228690228691,89.22716627634661,64.8936170212766,79.7872340425532
pvt_v2_b5.in1k,83.74,65.93035343035342,84.11397345823576,61.702127659574465,81.91489361702128
regnetx_004_tv.tv2_in1k,74.6,59.1995841995842,83.41139734582357,61.702127659574465,81.91489361702128
regnetx_008.tv2_in1k,77.306,59.277546777546775,83.33333333333334,64.8936170212766,78.72340425531915
regnetx_016.tv2_in1k,79.436,64.91683991683992,86.37782982045277,67.02127659574468,76.59574468085107
regnety_004.tv2_in1k,75.594,60.4989604989605,84.77751756440281,54.25531914893617,82.97872340425532
regnety_008_tv.tv2_in1k,78.666,57.53638253638253,86.76814988290398,56.38297872340425,79.7872340425532
regnety_016.tv2_in1k,80.666,59.35550935550935,86.69008587041374,57.446808510638306,82.97872340425532
repvgg_b0.rvgg_in1k,75.144,60.47297297297297,85.05074160811866,68.08510638297872,81.91489361702128
repvgg_b1.rvgg_in1k,78.368,66.32016632016632,87.0023419203747,65.95744680851064,75.53191489361703
repvgg_b1g4.rvgg_in1k,77.588,68.42515592515592,87.78298204527712,74.46808510638297,81.91489361702128
repvgg_b2.rvgg_in1k,78.792,67.46361746361747,86.33879781420765,70.2127659574468,80.85106382978722
repvgg_b2g4.rvgg_in1k,79.382,67.77546777546777,82.04527712724435,70.2127659574468,74.46808510638297
repvgg_b3g4.rvgg_in1k,80.216,72.5051975051975,86.80718188914909,76.59574468085107,80.85106382978722
res2net50_14w_8s.in1k,78.158,63.903326403326396,86.26073380171741,67.02127659574468,80.85106382978722
res2net50_26w_4s.in1k,77.95,64.9948024948025,86.72911787665886,68.08510638297872,84.04255319148936
res2net50_26w_6s.in1k,78.568,64.05925155925156,85.08977361436378,68.08510638297872,78.72340425531915
res2net50_26w_8s.in1k,78.942,65.43659043659044,86.49492583918813,65.95744680851064,88.29787234042553
res2net50_48w_2s.in1k,77.514,62.759875259875265,84.192037470726,63.829787234042556,76.59574468085107
resnest50d_1s4x24d.in1k,80.988,62.57796257796257,88.52459016393442,63.829787234042556,80.85106382978722
resnest50d_4s2x40d.in1k,81.12,63.09771309771309,85.3239656518345,61.702127659574465,80.85106382978722
resnest50d.in1k,80.96,64.03326403326403,86.14363778298204,67.02127659574468,79.7872340425532
resnet101.a3_in1k,79.814,54.31392931392931,78.76658860265418,60.63829787234043,76.59574468085107
resnet10t.c3_in1k,68.364,56.80873180873181,75.68306010928961,59.57446808510638,76.59574468085107
resnet14t.c3_in1k,72.254,57.92619542619543,82.98204527712724,52.12765957446809,78.72340425531915
resnet152.a3_in1k,80.546,53.61226611226611,81.06947697111632,58.51063829787234,71.27659574468085
resnet18.a3_in1k,68.252,52.36486486486487,73.69242779078846,53.191489361702125,74.46808510638297
resnet18.fb_ssl_yfcc100m_ft_in1k,72.598,65.04677754677755,85.90944574551132,61.702127659574465,79.7872340425532
resnet18.fb_swsl_ig1b_ft_in1k,73.288,67.35966735966737,85.44106167056987,69.14893617021278,81.91489361702128
resnet18.tv_in1k,69.76,61.87629937629938,83.56752537080406,57.446808510638306,79.7872340425532
resnet34.a3_in1k,72.97,52.44282744282744,77.7127244340359,56.38297872340425,75.53191489361703
resnet50.a1h_in1k,80.678,53.4043659043659,82.35753317720531,63.829787234042556,75.53191489361703
resnet50.a3_in1k,78.048,53.17047817047818,78.14207650273224,55.319148936170215,75.53191489361703
resnet50.am_in1k,79.002,66.86590436590436,87.93911007025761,69.14893617021278,85.1063829787234
resnet50.tv_in1k,76.128,63.74740124740125,85.05074160811866,65.95744680851064,80.85106382978722
resnet50d.a3_in1k,78.72,52.54677754677755,77.75175644028103,53.191489361702125,68.08510638297872
resnetrs50.tf_in1k,79.894,60.05717255717256,87.0023419203747,59.57446808510638,81.91489361702128
resnet18.gluon_in1k,70.834,63.25363825363826,84.23106947697111,61.702127659574465,82.97872340425532
resnet34.gluon_in1k,74.58,65.85239085239085,85.28493364558938,74.46808510638297,77.6595744680851
rexnet_100.nav_in1k,77.856,55.50935550935551,81.06947697111632,53.191489361702125,78.72340425531915
rexnet_130.nav_in1k,79.506,56.237006237006234,83.13817330210773,61.702127659574465,72.3404255319149
rexnet_150.nav_in1k,80.324,57.92619542619543,80.71818891491023,56.38297872340425,76.59574468085107
rexnet_200.nav_in1k,81.636,57.74428274428275,86.10460577673692,59.57446808510638,73.40425531914893
rexnet_300.nav_in1k,82.774,62.88981288981289,86.6120218579235,57.446808510638306,78.72340425531915
skresnet18.ra_in1k,73.034,59.35550935550935,84.50429352068697,64.8936170212766,79.7872340425532
skresnet34.ra_in1k,76.91,59.277546777546775,85.12880562060889,59.57446808510638,74.46808510638297
swin_base_patch4_window7_224.ms_in1k,83.606,68.03534303534303,86.72911787665886,79.7872340425532,81.91489361702128
swin_base_patch4_window7_224.ms_in22k_ft_in1k,85.272,72.73908523908524,89.11007025761124,75.53191489361703,85.1063829787234
swin_s3_base_224.ms_in1k,83.92,76.63721413721414,88.21233411397345,80.85106382978722,85.1063829787234
swin_s3_small_224.ms_in1k,83.756,79.02806652806653,89.11007025761124,81.91489361702128,82.97872340425532
swin_s3_tiny_224.ms_in1k,82.144,68.86694386694387,87.82201405152225,74.46808510638297,86.17021276595744
swin_small_patch4_window7_224.ms_in1k,83.208,64.78690228690228,87.97814207650273,71.27659574468085,85.1063829787234
swin_small_patch4_window7_224.ms_in22k_ft_in1k,83.298,66.83991683991684,89.22716627634661,69.14893617021278,85.1063829787234
swin_tiny_patch4_window7_224.ms_in1k,81.376,62.65592515592515,84.23106947697111,63.829787234042556,73.40425531914893
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,80.968,64.47505197505198,86.65105386416862,69.14893617021278,84.04255319148936
tresnet_l.miil_in1k,81.48,59.64137214137214,86.57298985167837,56.38297872340425,88.29787234042553
tresnet_m.miil_in1k,80.798,57.66632016632016,85.44106167056987,61.702127659574465,84.04255319148936
tresnet_m.miil_in21k_ft_in1k,83.07,59.71933471933472,86.84621389539421,59.57446808510638,76.59574468085107
tresnet_v2_l.miil_in21k_ft_in1k,83.894,56.54885654885655,84.34816549570648,54.25531914893617,74.46808510638297
tresnet_xl.miil_in1k,82.074,61.096673596673604,86.10460577673692,65.95744680851064,80.85106382978722
twins_pcpvt_base.in1k,82.714,64.52702702702703,87.86104605776737,62.76595744680851,85.1063829787234
twins_pcpvt_large.in1k,83.13,63.409563409563404,87.47072599531616,60.63829787234043,81.91489361702128
twins_pcpvt_small.in1k,81.092,60.83679833679834,87.62685402029663,65.95744680851064,84.04255319148936
twins_svt_base.in1k,83.12,64.94282744282745,89.11007025761124,59.57446808510638,89.36170212765957
twins_svt_small.in1k,81.676,61.87629937629938,84.5433255269321,60.63829787234043,81.91489361702128
vgg11_bn.tv_in1k,70.382,56.93866943866944,85.55815768930522,56.38297872340425,77.6595744680851
vgg11.tv_in1k,69.022,57.22453222453222,86.29976580796253,62.76595744680851,86.17021276595744
vgg13_bn.tv_in1k,71.588,60.42099792099792,85.05074160811866,63.829787234042556,80.85106382978722
vgg13.tv_in1k,69.932,59.69334719334719,87.5487900078064,59.57446808510638,87.2340425531915
vgg16_bn.tv_in1k,73.37,62.73388773388774,87.743950039032,57.446808510638306,85.1063829787234
vgg16.tv_in1k,71.592,58.49792099792099,85.48009367681499,58.51063829787234,81.91489361702128
vgg19_bn.tv_in1k,74.216,61.72037422037422,83.37236533957847,61.702127659574465,77.6595744680851
vgg19.tv_in1k,72.378,62.21413721413721,83.72365339578455,69.14893617021278,85.1063829787234
visformer_small.in1k,82.106,60.810810810810814,86.80718188914909,67.02127659574468,79.7872340425532
visformer_tiny.in1k,78.16,57.302494802494806,86.02654176424667,61.702127659574465,78.72340425531915
vit_base_patch16_224_miil.in21k_ft_in1k,84.266,63.435550935550935,87.1584699453552,65.95744680851064,79.7872340425532
vit_base_patch16_224.augreg_in1k,79.154,65.98232848232848,83.33333333333334,75.53191489361703,78.72340425531915
vit_base_patch16_224.augreg_in21k_ft_in1k,84.532,72.03742203742203,88.75878220140515,78.72340425531915,82.97872340425532
vit_base_patch16_224.augreg2_in21k_ft_in1k,85.094,74.58419958419958,88.2903981264637,76.59574468085107,80.85106382978722
vit_base_patch16_224.orig_in21k_ft_in1k,81.79,57.64033264033264,87.1584699453552,61.702127659574465,84.04255319148936
vit_base_patch16_224.sam_in1k,80.238,59.64137214137214,85.48009367681499,64.8936170212766,84.04255319148936
vit_base_patch16_rpn_224.sw_in1k,82.202,61.356548856548855,86.41686182669788,59.57446808510638,76.59574468085107
vit_base_patch8_224.augreg_in21k_ft_in1k,85.798,77.0010395010395,89.032006245121,89.36170212765957,81.91489361702128
vit_base_patch8_224.augreg2_in21k_ft_in1k,86.218,79.15800415800416,89.61748633879782,84.04255319148936,85.1063829787234
vit_small_patch16_224.augreg_in1k,78.848,64.9948024948025,87.58782201405153,72.3404255319149,81.91489361702128
vit_small_patch16_224.augreg_in21k_ft_in1k,81.386,64.42307692307693,85.3239656518345,65.95744680851064,86.17021276595744
vit_srelpos_medium_patch16_224.sw_in1k,82.24,62.31808731808732,85.48009367681499,71.27659574468085,81.91489361702128
vit_srelpos_small_patch16_224.sw_in1k,81.092,61.85031185031185,86.76814988290398,69.14893617021278,85.1063829787234
vit_tiny_patch16_224.augreg_in21k_ft_in1k,75.462,59.381496881496886,84.66042154566745,62.76595744680851,81.91489361702128
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,71.798,58.65384615384615,85.16783762685401,55.319148936170215,82.97872340425532
vit_large_patch16_224.augreg_in21k_ft_in1k,85.836,70.76403326403326,89.65651834504294,74.46808510638297,84.04255319148936
vit_large_patch16_384.augreg_in21k_ft_in1k,87.084,79.57380457380458,89.18813427010149,86.17021276595744,78.72340425531915
vit_large_r50_s32_384.augreg_in21k_ft_in1k,86.182,84.3035343035343,88.52459016393442,90.42553191489363,85.1063829787234
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,85.53,77.72869022869024,89.9687743950039,79.7872340425532,81.91489361702128
vit_relpos_base_patch16_224.sw_in1k,82.496,62.96777546777547,87.70491803278688,68.08510638297872,84.04255319148936
vit_relpos_base_patch16_clsgap_224.sw_in1k,82.76,66.91787941787942,88.32943013270882,67.02127659574468,85.1063829787234
vit_relpos_medium_patch16_224.sw_in1k,82.462,64.16320166320166,88.91491022638563,73.40425531914893,85.1063829787234
vit_relpos_medium_patch16_cls_224.sw_in1k,82.572,67.61954261954261,86.18266978922716,69.14893617021278,86.17021276595744
vit_relpos_medium_patch16_rpn_224.sw_in1k,82.31,62.188149688149686,88.21233411397345,70.2127659574468,85.1063829787234
vit_relpos_small_patch16_224.sw_in1k,81.462,62.55197505197505,84.89461358313818,58.51063829787234,84.04255319148936
volo_d1_384.sail_in1k,85.244,73.49272349272348,89.69555035128806,82.97872340425532,88.29787234042553
volo_d2_384.sail_in1k,86.042,79.10602910602911,89.14910226385636,82.97872340425532,81.91489361702128
volo_d3_224.sail_in1k,85.414,67.17775467775468,88.95394223263075,67.02127659574468,85.1063829787234
