model_name,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human
volo_d5_224.sail_in1k,86.07,53.222453222453225,68.46213895394223,57.446808510638306,61.702127659574465
volo_d1_224.sail_in1k,84.162,51.53326403326404,67.13505074160811,44.680851063829785,65.95744680851064
volo_d2_224.sail_in1k,85.202,52.54677754677755,66.12021857923497,53.191489361702125,60.63829787234043
xcit_medium_24_p8_224.fb_in1k,83.746,51.403326403326396,68.93052302888368,44.680851063829785,59.57446808510638
xcit_nano_12_p8_224.fb_in1k,73.91,49.68814968814969,59.523809523809526,47.87234042553192,48.93617021276596
xcit_small_12_p8_224.fb_in1k,83.334,53.24844074844075,67.68149882903981,54.25531914893617,68.08510638297872
xcit_small_24_p8_224.fb_in1k,83.834,51.35135135135135,65.41764246682278,56.38297872340425,58.51063829787234
xcit_tiny_12_p8_224.fb_in1k,79.688,50.987525987525984,66.12021857923497,52.12765957446809,68.08510638297872
xcit_tiny_24_p8_224.fb_in1k,81.892,50.0,62.177985948477755,56.38297872340425,54.25531914893617
convnext_base.fb_in22k_ft_in1k,86.274,51.06548856548857,70.88212334113973,55.319148936170215,64.8936170212766
convnext_base.fb_in22k_ft_in1k_384,86.796,52.053014553014556,69.94535519125684,56.38297872340425,70.2127659574468
convnext_large.fb_in22k_ft_in1k,87.026,52.83264033264034,72.40437158469946,54.25531914893617,65.95744680851064
convnext_large.fb_in22k_ft_in1k_384,87.472,51.871101871101864,69.86729117876659,58.51063829787234,62.76595744680851
convnext_small.in12k_ft_in1k_384,86.182,51.24740124740125,66.93989071038251,55.319148936170215,59.57446808510638
convnextv2_base.fcmae_ft_in22k_in1k,86.998,51.221413721413725,74.5511319281811,51.06382978723404,64.8936170212766
convnextv2_base.fcmae_ft_in22k_in1k_384,87.644,50.2079002079002,76.11241217798595,53.191489361702125,65.95744680851064
convnextv2_large.fcmae_ft_in1k,86.118,51.66320166320166,69.98438719750195,53.191489361702125,56.38297872340425
convnextv2_large.fcmae_ft_in22k_in1k,87.484,51.091476091476096,74.512099921936,52.12765957446809,65.95744680851064
convnextv2_large.fcmae_ft_in22k_in1k_384,88.198,50.46777546777547,76.89305230288836,58.51063829787234,64.8936170212766
crossvit_9_240.in1k,73.96,50.15592515592515,64.83216237314599,48.93617021276596,53.191489361702125
crossvit_tiny_240.in1k,73.34,51.06548856548857,60.85089773614364,51.06382978723404,53.191489361702125
tf_mobilenetv3_large_075.in1k,73.43,49.66216216216216,65.72989851678376,50.0,68.08510638297872
tf_mobilenetv3_large_minimal_100.in1k,72.264,52.18295218295218,66.0031225604996,47.87234042553192,64.8936170212766
tf_mobilenetv3_small_075.in1k,65.726,51.689189189189186,62.72443403590945,61.702127659574465,70.2127659574468
tf_mobilenetv3_small_100.in1k,67.922,51.16943866943867,63.42701014832163,52.12765957446809,68.08510638297872
mobilevit_xs.cvnets_in1k,74.634,49.194386694386694,61.007025761124126,48.93617021276596,58.51063829787234
mobilevit_xxs.cvnets_in1k,68.918,50.41580041580042,65.49570647931303,58.51063829787234,58.51063829787234
mobilevitv2_050.cvnets_in1k,70.148,49.53222453222453,61.82669789227167,44.680851063829785,63.829787234042556
legacy_seresnet18.in1k,71.76,51.819126819126815,62.68540202966433,52.12765957446809,63.829787234042556
legacy_seresnet34.in1k,74.802,48.778586278586275,65.57377049180327,41.48936170212766,60.63829787234043
seresnextaa101d_32x8d.sw_in12k_ft_in1k,86.484,53.274428274428274,71.42857142857143,58.51063829787234,58.51063829787234
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,86.724,50.83160083160083,70.10148321623731,50.0,58.51063829787234
semnasnet_075.rmsp_in1k,73.004,49.48024948024948,63.387978142076506,51.06382978723404,63.829787234042556
mnasnet_100.rmsp_in1k,74.652,50.75363825363826,64.48087431693989,57.446808510638306,69.14893617021278
mnasnet_small.lamb_in1k,66.196,49.87006237006237,59.79703356752537,48.93617021276596,64.8936170212766
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,86.268,51.32536382536382,72.95081967213115,52.12765957446809,64.8936170212766
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,87.096,51.221413721413725,74.04371584699454,51.06382978723404,70.2127659574468
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,86.952,50.75363825363826,77.82982045277127,52.12765957446809,67.02127659574468
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,87.464,52.52079002079002,80.32786885245902,51.06382978723404,70.2127659574468
swinv2_cr_small_224.sw_in1k,83.136,49.94802494802495,63.50507416081187,51.06382978723404,62.76595744680851
swinv2_cr_small_ns_224.sw_in1k,83.498,49.94802494802495,64.83216237314599,57.446808510638306,47.87234042553192
swinv2_cr_tiny_ns_224.sw_in1k,81.802,49.064449064449065,67.4863387978142,56.38297872340425,50.0
eva_large_patch14_196.in22k_ft_in1k,87.932,53.32640332640332,72.36533957845434,52.12765957446809,62.76595744680851
eva_large_patch14_196.in22k_ft_in22k_in1k,88.574,52.49480249480249,72.2872755659641,51.06382978723404,70.2127659574468
eva_large_patch14_336.in22k_ft_in1k,88.67,52.02702702702703,73.02888368462139,59.57446808510638,67.02127659574468
eva_large_patch14_336.in22k_ft_in22k_in1k,89.206,52.85862785862786,74.86338797814209,59.57446808510638,71.27659574468085
eva02_base_patch14_448.mim_in22k_ft_in1k,88.252,49.50623700623701,65.33957845433255,53.191489361702125,60.63829787234043
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,88.69,51.195426195426194,69.08665105386417,46.808510638297875,73.40425531914893
eva02_large_patch14_448.mim_in22k_ft_in1k,89.622,52.07900207900208,66.51053864168618,51.06382978723404,69.14893617021278
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,89.97,52.80665280665281,70.4527712724434,58.51063829787234,65.95744680851064
eva02_large_patch14_448.mim_m38m_ft_in1k,89.574,53.222453222453225,70.88212334113973,53.191489361702125,67.02127659574468
tinynet_b.in1k,74.978,49.11642411642412,67.09601873536299,52.12765957446809,59.57446808510638
tinynet_c.in1k,71.242,50.857588357588355,65.41764246682278,46.808510638297875,58.51063829787234
edgenext_xx_small.in1k,71.878,50.36382536382536,65.02732240437157,51.06382978723404,56.38297872340425
ghostnet_100.in1k,73.958,51.45530145530145,66.5495706479313,56.38297872340425,65.95744680851064
spnasnet_100.rmsp_in1k,74.094,49.87006237006237,66.43247462919594,55.319148936170215,69.14893617021278
vit_large_patch14_clip_224.openai_ft_in12k_in1k,88.174,51.143451143451145,68.69633099141296,47.87234042553192,68.08510638297872
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,87.894,49.58419958419958,67.40827478532397,48.93617021276596,64.8936170212766
vit_large_patch14_clip_224.openai_ft_in1k,87.854,52.28690228690228,64.94925839188134,50.0,57.446808510638306
vit_large_patch14_clip_224.laion2b_ft_in1k,87.286,51.01351351351351,66.62763466042153,53.191489361702125,67.02127659574468
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,86.17,50.88357588357588,67.01795472287276,53.191489361702125,60.63829787234043
vit_base_patch16_clip_224.openai_ft_in12k_in1k,85.942,50.909563409563404,65.41764246682278,50.0,56.38297872340425
vit_base_patch16_clip_224.laion2b_ft_in1k,85.47,49.272349272349274,68.5792349726776,61.702127659574465,61.702127659574465
vit_base_patch16_clip_224.openai_ft_in1k,85.292,51.32536382536382,67.91569086651053,54.25531914893617,67.02127659574468
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,83.296,51.74116424116424,69.55503512880561,55.319148936170215,67.02127659574468
vit_base_patch32_clip_224.laion2b_ft_in1k,82.582,51.53326403326404,66.19828259172522,46.808510638297875,55.319148936170215
vit_base_patch32_clip_224.openai_ft_in1k,81.93,50.909563409563404,67.52537080405932,57.446808510638306,63.829787234042556
