model_name,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human
davit_tiny.msft_in1k,82.696,49.766112266112266,70.76502732240438,52.12765957446809,67.02127659574468
deit_base_distilled_patch16_224.fb_in1k,83.39,51.74116424116424,69.59406713505074,56.38297872340425,75.53191489361703
deit_base_patch16_224.fb_in1k,81.992,50.41580041580042,69.04761904761905,59.57446808510638,64.8936170212766
deit_small_distilled_patch16_224.fb_in1k,81.216,51.84511434511434,68.73536299765807,59.57446808510638,63.829787234042556
deit_small_patch16_224.fb_in1k,79.848,51.767151767151766,65.10538641686182,54.25531914893617,59.57446808510638
deit_tiny_distilled_patch16_224.fb_in1k,74.504,51.11746361746362,65.49570647931303,47.87234042553192,62.76595744680851
deit_tiny_patch16_224.fb_in1k,72.17,52.338877338877346,67.01795472287276,42.5531914893617,59.57446808510638
deit3_base_patch16_224.fb_in1k,83.786,50.67567567567568,68.69633099141296,50.0,58.51063829787234
deit3_base_patch16_224.fb_in22k_ft_in1k,85.7,52.62474012474012,68.81342701014832,61.702127659574465,53.191489361702125
deit3_medium_patch16_224.fb_in1k,83.086,52.31288981288982,71.35050741608119,56.38297872340425,60.63829787234043
deit3_medium_patch16_224.fb_in22k_ft_in1k,84.55,51.273388773388774,68.85245901639344,51.06382978723404,62.76595744680851
deit3_small_patch16_224.fb_in1k,81.37,49.61018711018711,62.177985948477755,44.680851063829785,57.446808510638306
deit3_small_patch16_224.fb_in22k_ft_in1k,83.076,51.403326403326396,63.58313817330211,59.57446808510638,54.25531914893617
densenet121.tv_in1k,74.764,52.26091476091476,63.778298204527715,48.93617021276596,65.95744680851064
densenet161.tv_in1k,77.358,51.975051975051976,65.88602654176424,54.25531914893617,61.702127659574465
densenet169.tv_in1k,75.9,50.36382536382536,63.34894613583138,58.51063829787234,57.446808510638306
densenet201.tv_in1k,77.286,51.01351351351351,68.85245901639344,57.446808510638306,69.14893617021278
dla102.in1k,78.024,50.07796257796257,65.69086651053864,59.57446808510638,61.702127659574465
dla169.in1k,78.708,50.15592515592515,67.8376268540203,50.0,54.25531914893617
dla34.in1k,74.64,50.59771309771309,63.34894613583138,50.0,62.76595744680851
dla46_c.in1k,64.872,50.18191268191268,59.367681498829036,48.93617021276596,64.8936170212766
dla60.in1k,77.046,51.79313929313929,66.47150663544106,47.87234042553192,58.51063829787234
dpn107.mx_in1k,80.17,50.75363825363826,63.70023419203748,46.808510638297875,59.57446808510638
dpn131.mx_in1k,79.814,51.61122661122661,61.43637782982046,45.744680851063826,57.446808510638306
dpn68.mx_in1k,76.346,51.42931392931393,58.19672131147541,51.06382978723404,61.702127659574465
dpn68b.mx_in1k,77.518,49.22037422037422,66.66666666666666,56.38297872340425,58.51063829787234
dpn92.mx_in1k,80.038,50.36382536382536,62.76346604215457,57.446808510638306,58.51063829787234
dpn98.mx_in1k,79.67,49.766112266112266,61.67056986729118,47.87234042553192,61.702127659574465
efficientformer_l1.snap_dist_in1k,80.498,49.74012474012474,67.75956284153006,55.319148936170215,65.95744680851064
efficientformer_l3.snap_dist_in1k,82.548,49.79209979209979,68.85245901639344,47.87234042553192,55.319148936170215
efficientformer_l7.snap_dist_in1k,83.382,51.091476091476096,65.65183450429352,56.38297872340425,58.51063829787234
efficientformerv2_l.snap_dist_in1k,83.632,50.28586278586279,68.65729898516784,50.0,57.446808510638306
efficientformerv2_s0.snap_dist_in1k,76.114,51.481288981288984,65.69086651053864,54.25531914893617,57.446808510638306
efficientformerv2_s1.snap_dist_in1k,79.692,50.15592515592515,65.76893052302889,55.319148936170215,58.51063829787234
efficientformerv2_s2.snap_dist_in1k,82.166,51.01351351351351,65.49570647931303,57.446808510638306,50.0
efficientnet_b0.ra_in1k,77.694,50.46777546777547,68.22794691647151,55.319148936170215,63.829787234042556
efficientnet_es_pruned.in1k,75.006,51.8970893970894,65.14441842310694,51.06382978723404,63.829787234042556
efficientnet_es.ra_in1k,78.058,50.571725571725565,65.10538641686182,54.25531914893617,53.191489361702125
efficientnet_lite0.ra_in1k,75.482,50.75363825363826,63.73926619828259,51.06382978723404,69.14893617021278
focalnet_base_srf.ms_in1k,83.82,51.091476091476096,68.42310694769711,55.319148936170215,59.57446808510638
focalnet_small_srf.ms_in1k,83.416,50.88357588357588,67.01795472287276,58.51063829787234,51.06382978723404
focalnet_tiny_srf.ms_in1k,82.138,51.32536382536382,66.93989071038251,55.319148936170215,53.191489361702125
focalnet_base_lrf.ms_in1k,83.838,51.61122661122661,68.85245901639344,57.446808510638306,61.702127659574465
focalnet_small_lrf.ms_in1k,83.494,50.935550935550935,66.62763466042153,51.06382978723404,56.38297872340425
focalnet_tiny_lrf.ms_in1k,82.154,50.28586278586279,68.85245901639344,51.06382978723404,59.57446808510638
hrnet_w18_small_v2.ms_in1k,75.11,50.54573804573804,67.21311475409836,53.191489361702125,67.02127659574468
hrnet_w18_small.ms_in1k,72.336,50.54573804573804,62.80249804839969,43.61702127659575,68.08510638297872
hrnet_w18.ms_in1k,76.752,50.54573804573804,66.1592505854801,51.06382978723404,61.702127659574465
hrnet_w30.ms_in1k,78.196,49.32432432432432,64.79313036690087,53.191489361702125,69.14893617021278
hrnet_w32.ms_in1k,78.442,50.38981288981289,67.8376268540203,50.0,63.829787234042556
hrnet_w40.ms_in1k,78.932,51.61122661122661,63.1928181108509,50.0,60.63829787234043
hrnet_w44.ms_in1k,78.894,50.259875259875265,66.93989071038251,61.702127659574465,60.63829787234043
hrnet_w48.ms_in1k,79.306,49.50623700623701,66.43247462919594,52.12765957446809,57.446808510638306
lcnet_050.ra2_in1k,63.138,50.83160083160083,58.548009367681495,51.06382978723404,69.14893617021278
lcnet_075.ra2_in1k,68.782,50.23388773388774,60.73380171740828,54.25531914893617,65.95744680851064
lcnet_100.ra2_in1k,72.102,51.273388773388774,63.1928181108509,54.25531914893617,72.3404255319149
levit_128.fb_dist_in1k,78.49,48.986486486486484,65.22248243559719,56.38297872340425,52.12765957446809
levit_128s.fb_dist_in1k,76.526,49.55821205821206,63.934426229508205,46.808510638297875,59.57446808510638
levit_192.fb_dist_in1k,79.838,49.53222453222453,66.93989071038251,51.06382978723404,59.57446808510638
levit_256.fb_dist_in1k,81.524,51.11746361746362,64.16861826697892,53.191489361702125,58.51063829787234
levit_384.fb_dist_in1k,82.596,50.38981288981289,70.9992193598751,53.191489361702125,54.25531914893617
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,86.894,50.36382536382536,70.17954722872756,52.12765957446809,56.38297872340425
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,87.464,51.71517671517671,76.89305230288836,54.25531914893617,64.8936170212766
maxvit_rmlp_small_rw_224.sw_in1k,84.492,50.805613305613306,68.26697892271663,48.93617021276596,64.8936170212766
maxvit_small_tf_224.in1k,84.426,50.72765072765073,72.09211553473848,56.38297872340425,62.76595744680851
maxvit_tiny_rw_224.sw_in1k,83.504,50.51975051975052,65.88602654176424,55.319148936170215,55.319148936170215
maxvit_tiny_tf_224.in1k,83.402,50.025987525987524,66.27634660421545,53.191489361702125,61.702127659574465
mixnet_l.ft_in1k,78.966,51.45530145530145,67.8376268540203,47.87234042553192,60.63829787234043
mixnet_m.ft_in1k,77.26,50.62370062370062,71.89695550351288,51.06382978723404,71.27659574468085
mixnet_s.ft_in1k,75.994,50.857588357588355,66.5495706479313,52.12765957446809,71.27659574468085
mixnet_xl.ra_in1k,80.482,51.37733887733887,67.2911787665886,53.191489361702125,64.8936170212766
mobilenetv2_050.lamb_in1k,65.948,50.33783783783784,59.211553473848554,55.319148936170215,60.63829787234043
mobilenetv2_100.ra_in1k,72.968,50.05197505197505,61.20218579234973,50.0,65.95744680851064
mobilenetv2_110d.ra_in1k,75.054,50.2079002079002,66.47150663544106,54.25531914893617,67.02127659574468
mobilenetv2_120d.ra_in1k,77.308,51.74116424116424,59.133489461358316,46.808510638297875,56.38297872340425
mobilenetv2_140.ra_in1k,76.516,50.33783783783784,60.61670569867291,51.06382978723404,64.8936170212766
mobilenetv3_large_100.miil_in21k_ft_in1k,77.92,49.74012474012474,65.807962529274,44.680851063829785,64.8936170212766
mobilenetv3_large_100.ra_in1k,75.766,50.05197505197505,64.40281030444966,48.93617021276596,60.63829787234043
mobilenetv3_rw.rmsp_in1k,75.62,49.50623700623701,71.31147540983606,58.51063829787234,64.8936170212766
mobilenetv3_small_075.lamb_in1k,65.236,50.41580041580042,63.778298204527715,44.680851063829785,73.40425531914893
mobilenetv3_small_100.lamb_in1k,67.658,50.62370062370062,60.26541764246682,46.808510638297875,65.95744680851064
mvitv2_base.fb_in1k,84.45,51.507276507276515,71.77985948477752,52.12765957446809,64.8936170212766
mvitv2_small.fb_in1k,83.77,50.12993762993763,72.40437158469946,56.38297872340425,63.829787234042556
mvitv2_tiny.fb_in1k,82.41,50.23388773388774,71.11631537861047,61.702127659574465,58.51063829787234
pit_b_224.in1k,82.438,51.03950103950103,72.32630757220922,53.191489361702125,69.14893617021278
pit_b_distilled_224.in1k,83.766,50.54573804573804,70.4527712724434,44.680851063829785,61.702127659574465
pit_s_224.in1k,81.086,50.62370062370062,68.7743950039032,51.06382978723404,65.95744680851064
pit_s_distilled_224.in1k,81.814,50.46777546777547,69.20374707259953,52.12765957446809,59.57446808510638
pit_ti_224.in1k,72.91,50.46777546777547,67.36924277907885,55.319148936170215,58.51063829787234
pit_ti_distilled_224.in1k,74.256,50.36382536382536,65.72989851678376,55.319148936170215,63.829787234042556
pit_xs_224.in1k,78.176,52.31288981288982,68.50117096018735,51.06382978723404,65.95744680851064
pit_xs_distilled_224.in1k,79.18,50.83160083160083,69.43793911007026,62.76595744680851,63.829787234042556
poolformer_m36.sail_in1k,82.102,50.67567567567568,66.66666666666666,57.446808510638306,57.446808510638306
poolformer_s12.sail_in1k,77.24,50.05197505197505,61.82669789227167,59.57446808510638,58.51063829787234
poolformer_s24.sail_in1k,80.294,49.22037422037422,70.06245120999219,48.93617021276596,63.829787234042556
poolformer_s36.sail_in1k,81.43,51.507276507276515,63.46604215456675,55.319148936170215,53.191489361702125
poolformerv2_m36.sail_in1k,82.216,50.025987525987524,65.76893052302889,53.191489361702125,54.25531914893617
poolformerv2_s12.sail_in1k,78.002,50.857588357588355,64.32474629195941,56.38297872340425,50.0
poolformerv2_s24.sail_in1k,80.748,51.819126819126815,65.76893052302889,51.06382978723404,59.57446808510638
poolformerv2_s36.sail_in1k,81.566,50.96153846153846,66.93989071038251,55.319148936170215,67.02127659574468
pvt_v2_b0.in1k,70.66,51.45530145530145,66.04215456674473,50.0,56.38297872340425
pvt_v2_b1.in1k,78.704,51.92307692307693,63.661202185792355,54.25531914893617,57.446808510638306
pvt_v2_b2_li.in1k,82.194,49.71413721413722,66.7447306791569,48.93617021276596,57.446808510638306
pvt_v2_b2.in1k,82.084,49.92203742203743,65.49570647931303,57.446808510638306,57.446808510638306
pvt_v2_b3.in1k,83.118,51.481288981288984,64.24668227946917,56.38297872340425,57.446808510638306
pvt_v2_b4.in1k,83.712,51.32536382536382,63.15378610460578,55.319148936170215,56.38297872340425
pvt_v2_b5.in1k,83.74,49.68814968814969,66.58860265417643,55.319148936170215,54.25531914893617
regnetx_004_tv.tv2_in1k,74.6,49.194386694386694,65.0663544106167,47.87234042553192,62.76595744680851
regnetx_008.tv2_in1k,77.306,51.221413721413725,64.6760343481655,48.93617021276596,65.95744680851064
regnetx_016.tv2_in1k,79.436,50.18191268191268,65.88602654176424,57.446808510638306,50.0
regnety_004.tv2_in1k,75.594,51.143451143451145,68.5792349726776,47.87234042553192,60.63829787234043
regnety_008_tv.tv2_in1k,78.666,49.92203742203743,66.5495706479313,56.38297872340425,58.51063829787234
regnety_016.tv2_in1k,80.666,50.36382536382536,66.82279469164715,58.51063829787234,54.25531914893617
repvgg_b0.rvgg_in1k,75.144,50.909563409563404,68.26697892271663,48.93617021276596,58.51063829787234
repvgg_b1.rvgg_in1k,78.368,51.01351351351351,63.73926619828259,59.57446808510638,58.51063829787234
repvgg_b1g4.rvgg_in1k,77.588,52.702702702702695,68.0327868852459,53.191489361702125,76.59574468085107
repvgg_b2.rvgg_in1k,78.792,51.221413721413725,69.7111631537861,61.702127659574465,65.95744680851064
repvgg_b2g4.rvgg_in1k,79.382,52.18295218295218,68.54020296643247,56.38297872340425,65.95744680851064
repvgg_b3g4.rvgg_in1k,80.216,52.52079002079002,67.87665886026542,56.38297872340425,62.76595744680851
res2net50_14w_8s.in1k,78.158,50.72765072765073,64.20765027322405,48.93617021276596,55.319148936170215
res2net50_26w_4s.in1k,77.95,51.01351351351351,60.38251366120219,53.191489361702125,55.319148936170215
res2net50_26w_6s.in1k,78.568,49.974012474012476,65.37861046057768,50.0,60.63829787234043
res2net50_26w_8s.in1k,78.942,50.59771309771309,61.31928181108509,56.38297872340425,57.446808510638306
res2net50_48w_2s.in1k,77.514,50.571725571725565,63.46604215456675,58.51063829787234,52.12765957446809
resnest50d_1s4x24d.in1k,80.988,49.818087318087315,71.58469945355192,58.51063829787234,63.829787234042556
resnest50d_4s2x40d.in1k,81.12,49.87006237006237,71.77985948477752,54.25531914893617,62.76595744680851
resnest50d.in1k,80.96,49.92203742203743,73.4192037470726,54.25531914893617,70.2127659574468
resnet101.a3_in1k,79.814,51.03950103950103,62.568306010928964,53.191489361702125,65.95744680851064
resnet10t.c3_in1k,68.364,50.987525987525984,59.67993754879001,47.87234042553192,61.702127659574465
resnet14t.c3_in1k,72.254,52.18295218295218,66.23731459797033,56.38297872340425,62.76595744680851
resnet152.a3_in1k,80.546,50.62370062370062,65.37861046057768,46.808510638297875,64.8936170212766
resnet18.a3_in1k,68.252,49.24636174636174,57.68930523028884,48.93617021276596,64.8936170212766
resnet18.fb_ssl_yfcc100m_ft_in1k,72.598,51.11746361746362,64.01249024199845,54.25531914893617,68.08510638297872
resnet18.fb_swsl_ig1b_ft_in1k,73.288,51.481288981288984,68.14988290398126,50.0,64.8936170212766
resnet18.tv_in1k,69.76,49.350311850311854,64.24668227946917,50.0,58.51063829787234
resnet34.a3_in1k,72.97,49.87006237006237,61.67056986729118,51.06382978723404,62.76595744680851
resnet50.a1h_in1k,80.678,52.390852390852395,64.05152224824356,44.680851063829785,59.57446808510638
resnet50.a3_in1k,78.048,50.77962577962578,68.54020296643247,50.0,63.829787234042556
resnet50.am_in1k,79.002,49.87006237006237,63.81733021077284,40.42553191489361,62.76595744680851
resnet50.tv_in1k,76.128,51.16943866943867,64.44184231069478,55.319148936170215,60.63829787234043
resnet50d.a3_in1k,78.72,49.55821205821206,65.96409055425448,51.06382978723404,68.08510638297872
resnetrs50.tf_in1k,79.894,50.49376299376299,69.7111631537861,60.63829787234043,61.702127659574465
resnet18.gluon_in1k,70.834,51.221413721413725,59.133489461358316,48.93617021276596,63.829787234042556
resnet34.gluon_in1k,74.58,49.37629937629938,62.68540202966433,51.06382978723404,58.51063829787234
rexnet_100.nav_in1k,77.856,50.33783783783784,65.807962529274,47.87234042553192,63.829787234042556
rexnet_130.nav_in1k,79.506,51.221413721413725,67.64246682279469,59.57446808510638,71.27659574468085
rexnet_150.nav_in1k,80.324,49.50623700623701,67.13505074160811,51.06382978723404,62.76595744680851
rexnet_200.nav_in1k,81.636,51.819126819126815,71.58469945355192,50.0,63.829787234042556
rexnet_300.nav_in1k,82.774,51.143451143451145,72.8337236533958,55.319148936170215,61.702127659574465
skresnet18.ra_in1k,73.034,49.61018711018711,63.114754098360656,53.191489361702125,61.702127659574465
skresnet34.ra_in1k,76.91,49.4022869022869,65.14441842310694,47.87234042553192,61.702127659574465
swin_base_patch4_window7_224.ms_in1k,83.606,50.59771309771309,68.38407494145198,55.319148936170215,51.06382978723404
swin_base_patch4_window7_224.ms_in22k_ft_in1k,85.272,50.025987525987524,75.25370804059328,44.680851063829785,63.829787234042556
swin_s3_base_224.ms_in1k,83.92,52.650727650727646,69.82825917252147,58.51063829787234,65.95744680851064
swin_s3_small_224.ms_in1k,83.756,51.45530145530145,63.54410616705699,54.25531914893617,57.446808510638306
swin_s3_tiny_224.ms_in1k,82.144,49.8960498960499,65.807962529274,46.808510638297875,53.191489361702125
swin_small_patch4_window7_224.ms_in1k,83.208,50.72765072765073,67.68149882903981,51.06382978723404,59.57446808510638
swin_small_patch4_window7_224.ms_in22k_ft_in1k,83.298,50.70166320166321,68.22794691647151,47.87234042553192,65.95744680851064
swin_tiny_patch4_window7_224.ms_in1k,81.376,50.67567567567568,66.19828259172522,58.51063829787234,58.51063829787234
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,80.968,51.32536382536382,67.25214676034348,57.446808510638306,58.51063829787234
tresnet_l.miil_in1k,81.48,50.83160083160083,63.70023419203748,51.06382978723404,56.38297872340425
tresnet_m.miil_in1k,80.798,51.16943866943867,67.17408274785323,50.0,68.08510638297872
tresnet_m.miil_in21k_ft_in1k,83.07,50.83160083160083,66.86182669789227,56.38297872340425,61.702127659574465
tresnet_v2_l.miil_in21k_ft_in1k,83.894,51.32536382536382,69.39890710382514,50.0,64.8936170212766
tresnet_xl.miil_in1k,82.074,52.36486486486487,68.38407494145198,51.06382978723404,61.702127659574465
twins_pcpvt_base.in1k,82.714,50.05197505197505,63.62217017954723,56.38297872340425,56.38297872340425
twins_pcpvt_large.in1k,83.13,50.05197505197505,67.05698672911787,52.12765957446809,56.38297872340425
twins_pcpvt_small.in1k,81.092,50.41580041580042,66.43247462919594,56.38297872340425,55.319148936170215
twins_svt_base.in1k,83.12,50.571725571725565,64.44184231069478,55.319148936170215,56.38297872340425
twins_svt_small.in1k,81.676,51.06548856548857,67.05698672911787,59.57446808510638,57.446808510638306
vgg11_bn.tv_in1k,70.382,49.74012474012474,60.73380171740828,50.0,64.8936170212766
vgg11.tv_in1k,69.022,51.37733887733887,59.56284153005464,46.808510638297875,55.319148936170215
vgg13_bn.tv_in1k,71.588,50.44178794178794,60.694769711163154,55.319148936170215,69.14893617021278
vgg13.tv_in1k,69.932,50.51975051975052,63.34894613583138,56.38297872340425,61.702127659574465
vgg16_bn.tv_in1k,73.37,49.50623700623701,60.92896174863388,54.25531914893617,61.702127659574465
vgg16.tv_in1k,71.592,52.62474012474012,61.007025761124126,57.446808510638306,55.319148936170215
vgg19_bn.tv_in1k,74.216,50.51975051975052,63.42701014832163,52.12765957446809,57.446808510638306
vgg19.tv_in1k,72.378,50.909563409563404,61.74863387978142,47.87234042553192,67.02127659574468
visformer_small.in1k,82.106,48.67463617463618,66.47150663544106,50.0,60.63829787234043
visformer_tiny.in1k,78.16,50.72765072765073,66.78376268540202,55.319148936170215,50.0
vit_base_patch16_224_miil.in21k_ft_in1k,84.266,50.259875259875265,70.02341920374707,56.38297872340425,68.08510638297872
vit_base_patch16_224.augreg_in1k,79.154,51.2993762993763,70.96018735362998,58.51063829787234,55.319148936170215
vit_base_patch16_224.augreg_in21k_ft_in1k,84.532,51.84511434511434,74.90241998438721,52.12765957446809,70.2127659574468
vit_base_patch16_224.augreg2_in21k_ft_in1k,85.094,52.54677754677755,74.1608118657299,52.12765957446809,69.14893617021278
vit_base_patch16_224.orig_in21k_ft_in1k,81.79,50.2079002079002,73.26307572209213,53.191489361702125,64.8936170212766
vit_base_patch16_224.sam_in1k,80.238,52.13097713097713,66.47150663544106,52.12765957446809,64.8936170212766
vit_base_patch16_rpn_224.sw_in1k,82.202,51.01351351351351,69.59406713505074,60.63829787234043,60.63829787234043
vit_base_patch8_224.augreg_in21k_ft_in1k,85.798,52.104989604989605,76.61982825917252,50.0,63.829787234042556
vit_base_patch8_224.augreg2_in21k_ft_in1k,86.218,53.352390852390855,71.66276346604215,50.0,69.14893617021278
vit_small_patch16_224.augreg_in1k,78.848,51.63721413721414,66.97892271662764,60.63829787234043,61.702127659574465
vit_small_patch16_224.augreg_in21k_ft_in1k,81.386,49.11642411642412,72.75565964090555,46.808510638297875,64.8936170212766
vit_srelpos_medium_patch16_224.sw_in1k,82.24,50.67567567567568,70.4527712724434,58.51063829787234,65.95744680851064
vit_srelpos_small_patch16_224.sw_in1k,81.092,50.49376299376299,65.49570647931303,57.446808510638306,58.51063829787234
vit_tiny_patch16_224.augreg_in21k_ft_in1k,75.462,51.71517671517671,60.07025761124122,46.808510638297875,61.702127659574465
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,71.798,50.28586278586279,66.86182669789227,53.191489361702125,60.63829787234043
vit_large_patch16_224.augreg_in21k_ft_in1k,85.836,51.767151767151766,78.10304449648712,50.0,70.2127659574468
vit_large_patch16_384.augreg_in21k_ft_in1k,87.084,53.24844074844075,79.23497267759562,48.93617021276596,74.46808510638297
vit_large_r50_s32_384.augreg_in21k_ft_in1k,86.182,52.390852390852395,78.02498048399687,63.829787234042556,69.14893617021278
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,85.53,50.64968814968815,68.73536299765807,56.38297872340425,68.08510638297872
vit_relpos_base_patch16_224.sw_in1k,82.496,51.091476091476096,71.58469945355192,51.06382978723404,62.76595744680851
vit_relpos_base_patch16_clsgap_224.sw_in1k,82.76,49.87006237006237,71.66276346604215,50.0,63.829787234042556
vit_relpos_medium_patch16_224.sw_in1k,82.462,51.24740124740125,66.23731459797033,56.38297872340425,59.57446808510638
vit_relpos_medium_patch16_cls_224.sw_in1k,82.572,51.091476091476096,67.09601873536299,60.63829787234043,59.57446808510638
vit_relpos_medium_patch16_rpn_224.sw_in1k,82.31,50.54573804573804,69.1647150663544,61.702127659574465,62.76595744680851
vit_relpos_small_patch16_224.sw_in1k,81.462,52.2089397089397,69.43793911007026,47.87234042553192,56.38297872340425
volo_d1_384.sail_in1k,85.244,53.1964656964657,65.96409055425448,46.808510638297875,58.51063829787234
volo_d2_384.sail_in1k,86.042,51.37733887733887,68.34504293520686,56.38297872340425,60.63829787234043
volo_d3_224.sail_in1k,85.414,53.09251559251559,63.54410616705699,65.95744680851064,53.191489361702125
volo_d4_224.sail_in1k,85.872,51.37733887733887,66.23731459797033,58.51063829787234,62.76595744680851
